BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201811,29,411,201811,29,441,131882,788877,CALIFORNIA,6,2018,November,Flood,C,53,MONTEREY,MTR,11/29/2018 4:11,PST-8,11/29/2018 4:41,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,ESE,(MRY)MONTEREY ARPT,1,ESE,(MRY)MONTEREY ARPT,36.5944,-121.8675,36.5943,-121.8678,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Flooding at Hwy1 and Hwy 68.,CSV
201811,29,610,201811,29,640,131882,788878,CALIFORNIA,6,2018,November,Flood,C,81,SAN MATEO,MTR,11/29/2018 6:10,PST-8,11/29/2018 6:40,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,ENE,WOODSIDE,1,ENE,WOODSIDE,37.4354,-122.2437,37.4354,-122.244,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.","SB 280 at Woodside 3-4 lane, major flooding low spot in roadway. DOT unable to drain, placed cones and signs.",CSV
201811,29,642,201811,29,722,131882,788882,CALIFORNIA,6,2018,November,Flood,C,55,NAPA,MTR,11/29/2018 6:42,PST-8,11/29/2018 7:22,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,E,WEST NAPA,1,E,WEST NAPA,38.28,-122.3007,38.28,-122.3005,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Golden Gate Dr in Napa area.,CSV
201811,29,1613,201811,29,1643,131882,788883,CALIFORNIA,6,2018,November,Flood,C,1,ALAMEDA,MTR,11/29/2018 16:13,PST-8,11/29/2018 16:43,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,E,SUNOL,2,E,SUNOL,37.6011,-121.8714,37.6011,-121.8717,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Flooding on SB I-680 at Koopman Rd.,CSV
201811,28,901,201811,28,906,131882,788885,CALIFORNIA,6,2018,November,High Surf,Z,509,SAN FRANCISCO PENINSULA COAST,MTR,11/28/2018 9:01,PST-8,11/28/2018 9:06,0,0,0,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Thirty foot monster waves reported at Mavericks Wednesday morning.,CSV
201811,28,2124,201811,28,2154,131882,788888,CALIFORNIA,6,2018,November,Debris Flow,C,87,SANTA CRUZ,MTR,11/28/2018 21:24,PST-8,11/28/2018 21:54,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,ENE,MISSION SPGS,3,ENE,MISSION SPGS,37.095,-121.9766,37.0951,-121.9763,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",SB 17 at Sugarloaf Rd 6 inches accumulating into number 2 lane.,CSV
201811,23,2027,201811,23,2057,131820,788432,CALIFORNIA,6,2018,November,Debris Flow,C,1,ALAMEDA,MTR,11/23/2018 20:27,PST-8,11/23/2018 20:57,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,N,NILES,1,N,NILES,37.5981,-121.9468,37.5978,-121.947,A couple of storm systems moved through the region just before and on the Thanksgiving Holiday. These systems brought heavy rainfall and gusty winds resulting in minor debris flows and roadway flooding.,Three mud slides blocking NB lanes of Palomares Rd and SR84.,CSV
201811,22,1729,201811,22,2029,131820,788433,CALIFORNIA,6,2018,November,Strong Wind,Z,507,NORTH BAY MOUNTAINS,MTR,11/22/2018 17:29,PST-8,11/22/2018 20:29,0,0,0,0,0.00K,0.00K,RAWS,39,MG,,,,,,,,,,,,,,,,,,,,A couple of storm systems moved through the region just before and on the Thanksgiving Holiday. These systems brought heavy rainfall and gusty winds resulting in minor debris flows and roadway flooding.,Atlas Peak RAWS reported gusts 45-57 mph.,CSV
201811,22,1836,201811,22,1936,131820,788434,CALIFORNIA,6,2018,November,Strong Wind,Z,507,NORTH BAY MOUNTAINS,MTR,11/22/2018 18:36,PST-8,11/22/2018 19:36,0,0,0,0,0.00K,0.00K,RAWS,48,MG,,,,,,,,,,,,,,,,,,,,A couple of storm systems moved through the region just before and on the Thanksgiving Holiday. These systems brought heavy rainfall and gusty winds resulting in minor debris flows and roadway flooding.,Middle Peak RAWS reported gusts 45 to 55 mph.,CSV
201811,30,1000,201811,30,2359,132577,793329,CALIFORNIA,6,2018,November,High Surf,Z,43,SAN DIEGO COUNTY COASTAL AREAS,SGX,11/30/2018 10:00,PST-8,11/30/2018 23:59,0,0,0,0,,,Lifeguard,,,,,,,,,,,,,,,,,,,,,,A long period west-northwest swell from a low pressure system moved into Southern California and brought high surf to the beaches on November 30th and into December 1st. Surf of 6-10 ft with sets to 12 ft were reported by lifeguards. Minor coastal flooding occurred the morning of the 30th.,Lifeguard reported persistent 10 ft surf at Mission Beach.,CSV
201811,30,500,201811,30,2359,132577,793331,CALIFORNIA,6,2018,November,High Surf,Z,43,SAN DIEGO COUNTY COASTAL AREAS,SGX,11/30/2018 5:00,PST-8,11/30/2018 23:59,0,0,0,0,0.00K,0.00K,Buoy,,,,,,,,,,,,,,,,,,,,,,A long period west-northwest swell from a low pressure system moved into Southern California and brought high surf to the beaches on November 30th and into December 1st. Surf of 6-10 ft with sets to 12 ft were reported by lifeguards. Minor coastal flooding occurred the morning of the 30th.,San Clemente Basin Buoy reported persistent 15 ft swell at a 15 second period.,CSV
201811,30,1000,201811,30,2359,132577,793330,CALIFORNIA,6,2018,November,High Surf,Z,43,SAN DIEGO COUNTY COASTAL AREAS,SGX,11/30/2018 10:00,PST-8,11/30/2018 23:59,0,0,0,0,0.00K,0.00K,Lifeguard,,,,,,,,,,,,,,,,,,,,,,A long period west-northwest swell from a low pressure system moved into Southern California and brought high surf to the beaches on November 30th and into December 1st. Surf of 6-10 ft with sets to 12 ft were reported by lifeguards. Minor coastal flooding occurred the morning of the 30th.,"Lifeguard reported 8-10 ft surf at Ocean Beach, which forced the closure of the Ocean Beach Pier from November 30th through December 1st.",CSV
201811,29,700,201811,29,800,132473,793344,CALIFORNIA,6,2018,November,High Wind,Z,65,SAN GORGONIO PASS NEAR BANNING,SGX,11/29/2018 7:00,PST-8,11/29/2018 8:00,0,0,0,0,0.00K,0.00K,Mesonet,52,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Whitewater raws mesonet reported a peak wind gust of 52 knots between 0700 and 0800 PST on November 30th.,CSV
201811,29,0,201811,30,0,132473,793345,CALIFORNIA,6,2018,November,Heavy Rain,C,71,SAN BERNARDINO,SGX,11/29/2018 0:00,PST-8,11/30/2018 0:00,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,2,ESE,LYTLE CREEK,2,ESE,LYTLE CREEK,34.2086,-117.498,34.2086,-117.498,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Mesonet ssvc1 (8 mi nne of Rancho Cucamonga) reported a 24-hr rainfall total of 3.38 inches.,CSV
201811,29,0,201811,30,0,132473,793350,CALIFORNIA,6,2018,November,Heavy Rain,C,71,SAN BERNARDINO,SGX,11/29/2018 0:00,PST-8,11/30/2018 0:00,0,0,0,0,0.00K,0.00K,CoCoRaHS,,,,,,,,,,,,1,ESE,CEDAR PINES,1,ESE,CEDAR PINES,34.2468,-117.3061,34.2468,-117.3061,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",CoCoRaHS station ca-sr-63 in Crestline reported a 24-hr rainfall total of 3.6 inches.,CSV
201811,29,1000,201811,29,1500,132473,793351,CALIFORNIA,6,2018,November,Debris Flow,C,65,RIVERSIDE,SGX,11/29/2018 10:00,PST-8,11/29/2018 15:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,Heavy Rain / Burn Area,,,,,,,,,3,W,DURANT,3,W,DURANT,33.6634,-117.4282,33.6639,-117.4274,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",A spotter reported a significant gray water flow in Horsethief Canyon within the canyon banks. No injuries or damages were reported.,CSV
201811,29,1100,201811,29,1500,132473,793352,CALIFORNIA,6,2018,November,Debris Flow,C,59,ORANGE,SGX,11/29/2018 11:00,PST-8,11/29/2018 15:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain / Burn Area,,,,,,,,,0,SE,TRABUCO CANYON,1,SE,TRABUCO CANYON,33.6762,-117.5643,33.6748,-117.5628,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Media reported major debris flow in Trabuco Canyon. The debris flow appeared to be mainly comprised of very little water and mostly mud/rocks.,CSV
201811,24,427,201811,24,427,131543,786889,CALIFORNIA,6,2018,November,High Wind,Z,95,KERN CTY MTNS,HNX,11/24/2018 4:27,PST-8,11/24/2018 4:27,0,0,0,0,0.00K,0.00K,RAWS,53,MG,,,,,,,,,,,,,,,,,,,,"The storm that brought a soaking rain to much of the area and the first significant snowfall of the season to the higher elevations of the Southern Sierra Nevada was followed by a second storm which reached central California on November 23 and brought widespread rainfall to the area which continued through the early morning of November 24. Although this storm did not produce as much precipitation as the previous system, it still produced another half inch to locally two inches of additional rainfall to the Southern Sierra Nevada and adjacent foothills, and up to foot of new snow fell above 8000 feet. Much of the San Joaquin Valley was rain shadowed, but several stations measures between one and two tenths of an inch of additional rainfall. Meanwhile, strong winds impacted the Kern County Mountains from the afternoon of November 23 through the early morning of November 24. Several stations reported wind gusts exceeding 40 mph while a few low impact indicator sites measured gusts around 60 mph. By the afternoon of November 24, decreased winds and drying took place across the area as the storm moved to the east of the area with high pressure building in behind it.",The Bird Springs Pass RAWS reported a peak wind gust of 61 mph.,CSV
201811,24,32,201811,24,32,131543,786890,CALIFORNIA,6,2018,November,High Wind,Z,95,KERN CTY MTNS,HNX,11/24/2018 0:32,PST-8,11/24/2018 0:32,0,0,0,0,0.00K,0.00K,RAWS,52,MG,,,,,,,,,,,,,,,,,,,,"The storm that brought a soaking rain to much of the area and the first significant snowfall of the season to the higher elevations of the Southern Sierra Nevada was followed by a second storm which reached central California on November 23 and brought widespread rainfall to the area which continued through the early morning of November 24. Although this storm did not produce as much precipitation as the previous system, it still produced another half inch to locally two inches of additional rainfall to the Southern Sierra Nevada and adjacent foothills, and up to foot of new snow fell above 8000 feet. Much of the San Joaquin Valley was rain shadowed, but several stations measures between one and two tenths of an inch of additional rainfall. Meanwhile, strong winds impacted the Kern County Mountains from the afternoon of November 23 through the early morning of November 24. Several stations reported wind gusts exceeding 40 mph while a few low impact indicator sites measured gusts around 60 mph. By the afternoon of November 24, decreased winds and drying took place across the area as the storm moved to the east of the area with high pressure building in behind it.",The Blue Max RAWS reported a peak wind gust of 60 mph.,CSV
201811,28,2130,201811,28,2135,131882,788889,CALIFORNIA,6,2018,November,High Wind,Z,507,NORTH BAY MOUNTAINS,MTR,11/28/2018 21:30,PST-8,11/28/2018 21:35,0,0,0,0,0.00K,0.00K,Mesonet,52,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.","Mesonet station, 5 SSW Middletown.",CSV
201811,28,2230,201811,28,2235,131882,788890,CALIFORNIA,6,2018,November,High Wind,Z,505,COASTAL NORTH BAY INCLUDING POINT REYES NATIONAL SEASHORE,MTR,11/28/2018 22:30,PST-8,11/28/2018 22:35,0,0,0,0,0.00K,0.00K,Mesonet,51,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.","Mesonet station, 2 miles W Mill Valley.",CSV
201811,28,2345,201811,28,2350,131882,788891,CALIFORNIA,6,2018,November,High Wind,Z,511,EAST BAY HILLS AND THE DIABLO RANGE,MTR,11/28/2018 23:45,PST-8,11/28/2018 23:50,0,0,0,0,0.00K,0.00K,Mesonet,54,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",,CSV
201811,21,1100,201811,22,1400,132833,794774,CALIFORNIA,6,2018,November,Winter Storm,Z,107,NORTHERN TRINITY,EKA,11/21/2018 11:00,PST-8,11/22/2018 14:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,A cold upper trough moved across northwest California during late November. Accumulating snow occurred for elevations above 5000 feet.,Facebook report of 6 to 8 inches of snow at Scott Mountain Summit (elevation 5554 feet).,CSV
201811,30,800,201811,30,2359,132577,793332,CALIFORNIA,6,2018,November,High Surf,Z,552,ORANGE COUNTY COASTAL,SGX,11/30/2018 8:00,PST-8,11/30/2018 23:59,0,0,0,0,0.00K,0.00K,Lifeguard,,,,,,,,,,,,,,,,,,,,,,A long period west-northwest swell from a low pressure system moved into Southern California and brought high surf to the beaches on November 30th and into December 1st. Surf of 6-10 ft with sets to 12 ft were reported by lifeguards. Minor coastal flooding occurred the morning of the 30th.,Lifeguards at Huntington Beach reported 8 ft surf with sets to 9 ft on November 30th.,CSV
201811,30,1200,201811,30,2359,132577,793333,CALIFORNIA,6,2018,November,High Surf,Z,552,ORANGE COUNTY COASTAL,SGX,11/30/2018 12:00,PST-8,11/30/2018 23:59,0,0,0,0,10.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,A long period west-northwest swell from a low pressure system moved into Southern California and brought high surf to the beaches on November 30th and into December 1st. Surf of 6-10 ft with sets to 12 ft were reported by lifeguards. Minor coastal flooding occurred the morning of the 30th.,"Media reported beach erosion during high surf causing damage to the boardwalk at Capistrano Beach in Dana Point. A walkway was severely damaged, palm trees were uprooted and old buried cars were exposed due to the beach erosion.",CSV
201811,29,1030,201811,29,1400,132473,793353,CALIFORNIA,6,2018,November,Flash Flood,C,71,SAN BERNARDINO,SGX,11/29/2018 10:30,PST-8,11/29/2018 14:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,1,SE,VERDEMONTE,1,SE,VERDEMONTE,34.1894,-117.3607,34.1892,-117.3608,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Department of Highways reported a road closure due to flooding on Verdemont and Cajon Blvd.,CSV
201811,29,1100,201811,29,1400,132473,793354,CALIFORNIA,6,2018,November,Debris Flow,C,65,RIVERSIDE,SGX,11/29/2018 11:00,PST-8,11/29/2018 14:00,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,Heavy Rain / Burn Area,,,,,,,,,3,WSW,ARCILLA,3,WSW,ARCILLA,33.7594,-117.4945,33.7593,-117.4945,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",CalFire reported water and debris from Coldwater Canyon flowing over into Glen Ivy Road.,CSV
201811,29,0,201811,30,0,132473,793355,CALIFORNIA,6,2018,November,Heavy Rain,C,59,ORANGE,SGX,11/29/2018 0:00,PST-8,11/30/2018 0:00,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,3,NE,TRABUCO CANYON,3,NE,TRABUCO CANYON,33.7137,-117.5321,33.7137,-117.5321,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",Santiago Peak 2 mesonet reported a 24-hr rain total of 3.24 inches.,CSV
201811,29,1100,201811,29,1500,132473,793356,CALIFORNIA,6,2018,November,Debris Flow,C,71,SAN BERNARDINO,SGX,11/29/2018 11:00,PST-8,11/29/2018 15:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,2,WNW,FOREST FALLS,2,WNW,FOREST FALLS,34.0959,-116.9588,34.0955,-116.9589,"A low pressure system brought wind, snow, heavy rain, and some debris flows to Southern California from November 29th through 30th. Strong wind associated with the frontal boundary made its way through Southern California on the 29th, with heavy rain behind it. These rains resulted in numerous flash floods and debris flows, closing roadways and impacting traffic. A few inches of snow fell in the San Bernardino Mountains on November 30th. Fawnskin reported 3 inches, Green Valley Lake reported 4 inches, and Big Bear Resort reported 4-8 inches.",CalTrans reported an emergency closure of SR-38 at Valley of the Falls Drive due to a debris flow.,CSV
201811,23,1717,201811,23,1717,131543,786891,CALIFORNIA,6,2018,November,High Wind,Z,99,SE KERN CTY DESERT,HNX,11/23/2018 17:17,PST-8,11/23/2018 17:17,0,0,0,0,0.00K,0.00K,RAWS,53,MG,,,,,,,,,,,,,,,,,,,,"The storm that brought a soaking rain to much of the area and the first significant snowfall of the season to the higher elevations of the Southern Sierra Nevada was followed by a second storm which reached central California on November 23 and brought widespread rainfall to the area which continued through the early morning of November 24. Although this storm did not produce as much precipitation as the previous system, it still produced another half inch to locally two inches of additional rainfall to the Southern Sierra Nevada and adjacent foothills, and up to foot of new snow fell above 8000 feet. Much of the San Joaquin Valley was rain shadowed, but several stations measures between one and two tenths of an inch of additional rainfall. Meanwhile, strong winds impacted the Kern County Mountains from the afternoon of November 23 through the early morning of November 24. Several stations reported wind gusts exceeding 40 mph while a few low impact indicator sites measured gusts around 60 mph. By the afternoon of November 24, decreased winds and drying took place across the area as the storm moved to the east of the area with high pressure building in behind it.",Cache Creek reported a peak wind gust of 61 mph.,CSV
201811,25,430,201811,25,945,131547,786896,CALIFORNIA,6,2018,November,Dense Fog,Z,90,E CENTRAL S.J. VALLEY,HNX,11/25/2018 4:30,PST-8,11/25/2018 9:45,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Skies cleared out over much of the San Joaquin Valley between during the evening of November 24 and the early morning hours of November 25 as high pressure build inland into central California. With recent rainfall and diminished winds fog formed toward daybreak over the San Joaquin Valley except for the far south end where upslope clouds persisted. Areas of dense fog with visibility between an eighth and a quarter mile were prevalent for a few hours in the morning across much of the valley between 700 am and 930 am. By 1000 am most of the fog had lifted into stratus and later burned off.,"Visibility below a quarter mile was reported in Fresno, Madera and Atwater.",CSV
201811,29,7,201811,29,12,131882,788892,CALIFORNIA,6,2018,November,Strong Wind,Z,506,NORTH BAY INTERIOR VALLEYS,MTR,11/29/2018 0:07,PST-8,11/29/2018 0:12,0,0,0,0,10.00K,0.00K,Law Enforcement,49,EG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Large tree fell on pickup truck.,CSV
201811,29,256,201811,29,326,131882,788893,CALIFORNIA,6,2018,November,Debris Flow,C,55,NAPA,MTR,11/29/2018 2:56,PST-8,11/29/2018 3:26,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,N,WOODLEAF,3,N,WOODLEAF,38.6399,-122.5923,38.6397,-122.5923,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Rockslide entire sb lane.,CSV
201811,29,1140,201811,29,1145,131882,788894,CALIFORNIA,6,2018,November,Strong Wind,Z,508,SAN FRANCISCO BAY SHORELINE,MTR,11/29/2018 11:40,PST-8,11/29/2018 11:45,0,0,0,0,0.00K,0.00K,Broadcast Media,40,EG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Tree down in Oakland on McArthur Blvd.,CSV
201811,29,1145,201811,29,1150,131882,788895,CALIFORNIA,6,2018,November,Strong Wind,Z,512,SANTA CRUZ MOUNTAINS,MTR,11/29/2018 11:45,PST-8,11/29/2018 11:50,0,0,0,0,0.00K,0.00K,Broadcast Media,40,EG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Trees and power lines down in Ben Lomond.,CSV
201811,29,1400,201811,29,1405,131882,788896,CALIFORNIA,6,2018,November,Strong Wind,Z,512,SANTA CRUZ MOUNTAINS,MTR,11/29/2018 14:00,PST-8,11/29/2018 14:05,0,0,0,0,10.00K,0.00K,Broadcast Media,40,EG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Tree fell on minivan on Empire Grade. One person minor injuries.,CSV
201811,29,700,201811,29,720,131882,788897,CALIFORNIA,6,2018,November,Strong Wind,Z,505,COASTAL NORTH BAY INCLUDING POINT REYES NATIONAL SEASHORE,MTR,11/29/2018 7:00,PST-8,11/29/2018 7:20,0,0,0,0,0.00K,0.00K,Mesonet,39,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Gust of 45 mph reported at Point Reyes.,CSV
201811,29,36,201811,29,136,131882,788898,CALIFORNIA,6,2018,November,Strong Wind,Z,507,NORTH BAY MOUNTAINS,MTR,11/29/2018 0:36,PST-8,11/29/2018 1:36,0,0,0,0,0.00K,0.00K,RAWS,43,MG,,,,,,,,,,,,,,,,,,,,"A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",Middle Peak RAWS station reported gusts.,CSV
